	type	p	R_naught	infectious_period	incubation_time
60	real	0.880710646337615	1.7008125808656498	6.131473674946902	8.129917510361299
60	CNN-subtrees		1.6845154999999998	6.636309599999999	7.814278
60	CNN		1.61156	5.45566777604991	8.23105500223932
60	BEAST2		1.63914378798614	5.799248210609901	7.87111702501963
60	FFNN		1.61156	5.45566777604991	8.23105500223932
60	FFNN-subtrees		1.6531035	6.247057	8.161700999999999
60	real-subtrees	0.880710646337615	1.7008125808656498	6.131473674946902	8.129917510361299
61	real	0.7442083574994129	4.1752821167205285	4.756490698987291	14.2755218086949
61	FFNN		2.917541	4.730872756026121	7.805221222756081
61	real-subtrees	0.7442083574994129	4.1752821167205285	4.756490698987291	14.2755218086949
61	CNN-subtrees		3.0647595	4.5801067	8.169414
61	FFNN-subtrees		3.266449	4.436389	9.469198
61	CNN		2.917541	4.730872756026121	7.805221222756081
61	BEAST2		2.97461221762386	4.44413675496694	8.82280730850142
62	BEAST2		3.71047059999036	3.19234805400157	5.98818506012897
62	CNN		3.8735592000000003	2.88483588914949	6.570948455594749
62	real	0.137429473566679	3.11403048797976	2.55698851154331	5.9214301428623495
62	CNN-subtrees		3.7292775999999996	2.1622376	7.202303
62	FFNN-subtrees		3.455968	2.6462145	5.948071499999999
62	FFNN		3.8735592000000003	2.88483588914949	6.570948455594749
62	real-subtrees	0.137429473566679	3.11403048797976	2.55698851154331	5.9214301428623495
63	FFNN-subtrees		3.345004	9.950249000000001	29.142954
63	FFNN		3.9848470000000002	10.4030644127602	33.516910740669
63	real-subtrees	0.07098842626741701	4.74473762596172	9.53062746445857	46.4074913934626
63	CNN		3.9848470000000002	10.4030644127602	33.516910740669
63	real	0.07098842626741701	4.74473762596172	9.53062746445857	46.4074913934626
63	CNN-subtrees		3.8514800000000005	10.543069000000001	30.500788
63	BEAST2		3.63682592654988	9.21780727751837	33.264193663351804
64	CNN-subtrees		1.1239367	5.9531730000000005	26.364237
64	real	0.524067573402039	1.07081631306504	5.4030220590378	26.517426896718696
64	real-subtrees	0.524067573402039	1.07081631306504	5.4030220590378	26.517426896718696
64	BEAST2		1.1720169153215	6.30074637930294	25.4440658767517
64	FFNN		1.1124698	6.48174707082335	24.8156111100482
64	FFNN-subtrees		1.1190033000000001	6.6509789999999995	26.809883000000003
64	CNN		1.1124698	6.48174707082335	24.8156111100482
65	FFNN-subtrees		3.7777677000000005	2.3690307	1.208596
65	real	0.7316640407464409	4.155766622055831	2.2182581502140803	1.84043303226318
65	FFNN		3.8335958	2.26149245740325	1.50591843191266
65	CNN-subtrees		3.6740448	2.4528722999999997	1.0345776
65	real-subtrees	0.7316640407464409	4.155766622055831	2.2182581502140803	1.84043303226318
65	CNN		3.8335958	2.26149245740325	1.50591843191266
65	BEAST2		3.9587825925110494	2.39545318372741	1.46976221461716
66	BEAST2		2.85271026889912	6.24685964039577	16.273702168195502
66	CNN-subtrees		2.9269984	5.188761	18.902874
66	real-subtrees	0.669291842439362	3.00169853563115	6.149145168814959	19.4952790150872
66	FFNN		2.7777543	5.77554839829717	16.6045046383731
66	FFNN-subtrees		3.2410674	5.654586	19.030855
66	real	0.669291842439362	3.00169853563115	6.149145168814959	19.4952790150872
66	CNN		2.7777543	5.77554839829717	16.6045046383731
67	BEAST2		1.04244436514968	9.937643333176581	0.21629215629212398
67	real	0.526703751306	1.28529114964054	2.82993173871808	11.5654912504229
67	FFNN		1.2587837	3.05351916389664	10.0982703575117
67	FFNN-subtrees		1.3489229999999999	2.6001517999999995	10.927758
67	CNN-subtrees		1.3262303	2.936636	10.808282
67	CNN		1.2587837	3.05351916389664	10.0982703575117
67	real-subtrees	0.526703751306	1.28529114964054	2.82993173871808	11.5654912504229
68	FFNN		3.1882957999999997	3.46721121035519	11.5060645345048
68	real	0.177217400892237	3.96998251544246	3.98798162887253	13.837922024670501
68	BEAST2		3.1552081704811603	3.7974245238955198	10.8993011145137
68	CNN-subtrees		3.5036480000000005	3.5222241999999997	12.974225
68	FFNN-subtrees		3.3850417	3.635272	12.160917
68	real-subtrees	0.177217400892237	3.96998251544246	3.98798162887253	13.837922024670501
68	CNN		3.1882957999999997	3.46721121035519	11.5060645345048
69	real-subtrees	0.35063685813030804	3.7147277137717096	3.19199639687581	12.6435250018444
69	real	0.35063685813030804	3.7147277137717096	3.19199639687581	12.6435250018444
69	CNN-subtrees		3.2944095	3.3891191	10.429014
69	CNN		3.3730027999999996	3.49354303567564	9.89823529660642
69	FFNN		3.3730027999999996	3.49354303567564	9.89823529660642
69	BEAST2		2.0625475157141597	9.906213987216821	0.21549553320405201
69	FFNN-subtrees		3.6470013	3.4912386	11.186249
70	real	0.584157405024765	3.6066449205014495	2.5858653820535498	3.67237663053145
70	CNN		3.8058553	3.01458511927172	3.0422411493561
70	FFNN		3.8058553	3.01458511927172	3.0422411493561
70	BEAST2		3.8268266426375095	2.90276204918172	3.2741439470819502
70	real-subtrees	0.584157405024765	3.6066449205014495	2.5858653820535498	3.67237663053145
70	FFNN-subtrees		4.167587	2.6724877	4.09131
70	CNN-subtrees		4.226024	2.565624	4.203248
71	real	0.4615968161577801	3.76390209661753	8.23173143529876	7.652435272194282
71	BEAST2		3.5817489752617204	9.01250979501118	6.42646690941581
71	FFNN-subtrees		3.9227279999999998	11.77864	4.3294983
71	CNN-subtrees		3.9744089999999996	9.955206	5.376302
71	FFNN		3.9367360000000002	8.696402539291629	7.240714387215941
71	CNN		3.9367360000000002	8.696402539291629	7.240714387215941
71	real-subtrees	0.4615968161577801	3.76390209661753	8.23173143529876	7.652435272194282
72	real	0.319331660323189	1.1050831595465902	4.616292823897731	14.6961620763065
72	CNN-subtrees		1.0758951	6.8529425	12.629997
72	CNN		1.073659	5.44679710139215	14.6119422437092
72	FFNN		1.073659	5.44679710139215	14.6119422437092
72	BEAST2		1.10332863933141	4.87062528511674	15.0303858085043
72	FFNN-subtrees		1.0735860000000002	6.1507163	13.764785999999999
72	real-subtrees	0.319331660323189	1.1050831595465902	4.616292823897731	14.6961620763065
73	FFNN		2.4075499	7.6601725601937405	19.4177508356038
73	CNN		2.4075499	7.6601725601937405	19.4177508356038
73	CNN-subtrees		3.0159688	7.346885	23.748537
73	real-subtrees	0.7415413138540641	2.30992974319742	7.259459586966162	21.9750525123642
73	real	0.7415413138540641	2.30992974319742	7.259459586966162	21.9750525123642
73	FFNN-subtrees		2.8224726	8.893094999999999	19.66991
73	BEAST2		2.42669032684585	7.7851344627092995	19.1844534542983
74	CNN		3.3044538	2.64862241034384	6.90828740766608
74	BEAST2		3.0	5.5	25.1
74	FFNN-subtrees		3.4244947	3.0463482999999996	5.7703404
74	real	0.32800346569803995	3.5023546014584	3.0992487172362995	6.35722610832178
74	real-subtrees	0.32800346569803995	3.5023546014584	3.0992487172362995	6.35722610832178
74	FFNN		3.3044538	2.64862241034384	6.90828740766608
74	CNN-subtrees		3.471114	2.5808809	6.6491027
75	real	0.605017677164895	3.9837586048527793	7.83541433837908	17.3018441189359
75	real-subtrees	0.605017677164895	3.9837586048527793	7.83541433837908	17.3018441189359
75	BEAST2		3.6339771556579	7.4327300532184895	17.6402094232652
75	CNN		3.4887452000000003	7.612022350578769	16.626562664872598
75	FFNN-subtrees		3.7704230000000005	6.815489299999999	20.819687
75	FFNN		3.4887452000000003	7.612022350578769	16.626562664872598
75	CNN-subtrees		3.7871608999999995	6.6323365999999995	20.535792999999998
76	CNN-subtrees		3.7067232000000003	2.487891	6.360772
76	real	0.691824159284543	2.94847853908803	2.25787090243505	5.7917705331150495
76	FFNN-subtrees		3.5165591	2.6178619999999997	6.2466154000000005
76	BEAST2		2.7219125959448	8.704334163840059	0.208814613371566
76	CNN		3.5200481	2.21617520367771	7.52985413044538
76	real-subtrees	0.691824159284543	2.94847853908803	2.25787090243505	5.7917705331150495
76	FFNN		3.5200481	2.21617520367771	7.52985413044538
77	BEAST2		4.37922178656777	1.26979283888953	3.02574698380234
77	FFNN		4.1177244	1.28717712400779	2.73819310383623
77	FFNN-subtrees		4.361157	1.1479961	3.2004807
77	real	0.362849399126009	3.6423107674294704	1.12685501265667	3.29533276549363
77	CNN-subtrees		4.2181053	1.3484695	2.5829535
77	real-subtrees	0.362849399126009	3.6423107674294704	1.12685501265667	3.29533276549363
77	CNN		4.1177244	1.28717712400779	2.73819310383623
78	CNN		4.258643599999999	10.995250685355801	33.5038075248096
78	FFNN-subtrees		3.5092196	9.073457000000001	34.427002
78	FFNN		4.258643599999999	10.995250685355801	33.5038075248096
78	real-subtrees	0.90701115427255	4.78418623789866	9.73926986512073	40.0273567897926
78	real	0.90701115427255	4.78418623789866	9.73926986512073	40.0273567897926
78	BEAST2		4.01450072910006	9.57444569052861	36.7015550004581
78	CNN-subtrees		3.5503685	10.032842	32.12637
79	FFNN		1.0586505	5.31477142488375	7.4416248760545995
79	FFNN-subtrees		1.0550892	6.127679	6.077091
79	real	0.176087602239528	1.1109038286238	4.96084152558445	7.44992680532855
79	CNN		1.0586505	5.31477142488375	7.4416248760545995
79	BEAST2		1.07542086409867	6.10478414695516	6.735546554842191
79	real-subtrees	0.176087602239528	1.1109038286238	4.96084152558445	7.44992680532855
79	CNN-subtrees		1.062439	5.1817665	6.9948416
80	FFNN-subtrees		4.1183879999999995	4.501001400000001	19.416086
80	real	0.7823454687341759	4.31499703164031	4.81485810636534	21.4907377532297
80	real-subtrees	0.7823454687341759	4.31499703164031	4.81485810636534	21.4907377532297
80	CNN		3.8276784	4.8594862884488705	19.3605852329272
80	BEAST2		4.20474503468849	4.983289109689389	20.6220028600213
80	FFNN		3.8276784	4.8594862884488705	19.3605852329272
80	CNN-subtrees		3.9351568	4.585702400000001	18.60674
81	CNN-subtrees		2.8726976000000004	8.327501	26.219759999999997
81	real-subtrees	0.504524531724421	3.48713468935426	8.48318011449799	30.1605839458137
81	FFNN-subtrees		2.8621802000000005	9.287204	24.998829
81	real	0.504524531724421	3.48713468935426	8.48318011449799	30.1605839458137
81	BEAST2		2.8698247520763	7.63879192486992	27.9047320831196
81	FFNN		2.9273843999999998	7.52412497177521	28.401749372146803
81	CNN		2.9273843999999998	7.52412497177521	28.401749372146803
82	real-subtrees	0.903842773768335	4.57730536616739	6.25705766713148	25.9887223989865
82	real	0.903842773768335	4.57730536616739	6.25705766713148	25.9887223989865
82	BEAST2		4.76852079416177	7.348907402481309	19.879911076156898
82	FFNN		4.7866583	7.20423561269229	20.3279542999022
82	CNN		4.7866583	7.20423561269229	20.3279542999022
82	CNN-subtrees		4.4274949999999995	6.7144985	19.482834
82	FFNN-subtrees		4.454011	6.763024000000001	19.475763
83	BEAST2		3.4934556686784903	4.8165769519023796	17.895742074052897
83	FFNN		3.4503272000000003	4.552992927398259	18.8201751006923
83	real-subtrees	0.6175750552243111	3.9099870824619902	4.8209912275619295	15.551293176827901
83	CNN		3.4503272000000003	4.552992927398259	18.8201751006923
83	CNN-subtrees		3.2657727999999997	4.362502	18.062216
83	FFNN-subtrees		3.4095120000000003	4.6355863	18.17142
83	real	0.6175750552243111	3.9099870824619902	4.8209912275619295	15.551293176827901
84	real-subtrees	0.887936182248978	3.4327787260245	7.874902465217482	16.539862710018898
84	BEAST2		4.028623364650951	7.70990112756523	20.765061428219102
84	FFNN-subtrees		3.9043636	7.0695524	23.649662
84	CNN		4.117184	6.897924339673869	23.3661781105264
84	real	0.887936182248978	3.4327787260245	7.874902465217482	16.539862710018898
84	CNN-subtrees		3.8741605000000003	7.0754137	24.134035
84	FFNN		4.117184	6.897924339673869	23.3661781105264
85	CNN-subtrees		4.639387999999999	7.817446	4.458099400000001
85	real-subtrees	0.8128307659723	3.87509499982979	6.846379690426871	4.76812724989863
85	BEAST2		4.61497415477407	7.48488350385808	4.890269301161459
85	real	0.8128307659723	3.87509499982979	6.846379690426871	4.76812724989863
85	FFNN-subtrees		4.60007	7.692381	4.853650599999999
85	CNN		4.6884155	6.94839689236413	5.32842310056104
85	FFNN		4.6884155	6.94839689236413	5.32842310056104
86	BEAST2		1.43084228837915	4.0958313204128505	12.2768994936004
86	CNN-subtrees		1.415628	3.7617462	12.194585
86	real-subtrees	0.15070290584563598	1.4563783040666398	4.01290181923844	13.10296561384
86	FFNN		1.4392629	4.422392836128941	11.9256354437065
86	FFNN-subtrees		1.3791474	3.757154	12.230273
86	CNN		1.4392629	4.422392836128941	11.9256354437065
86	real	0.15070290584563598	1.4563783040666398	4.01290181923844	13.10296561384
87	BEAST2		1.17321072999988	9.07668180055431	25.9749418854517
87	FFNN-subtrees		1.1928040000000002	8.259314999999999	25.387825
87	real-subtrees	0.124218461890226	1.21122253726497	9.31956530121985	25.752343331930398
87	CNN-subtrees		1.1872206	7.2073197	26.535304999999997
87	real	0.124218461890226	1.21122253726497	9.31956530121985	25.752343331930398
87	FFNN		1.1619135	9.73642356714882	25.4895830475645
87	CNN		1.1619135	9.73642356714882	25.4895830475645
88	FFNN		4.5086837	2.43079941711854	1.72040018279418
88	CNN		4.5086837	2.43079941711854	1.72040018279418
88	BEAST2		4.64456510057376	2.4762070246219703	1.7664653059971598
88	FFNN-subtrees		4.7490735	2.5416553	1.8542341
88	CNN-subtrees		4.770646599999999	2.2155674	2.0046036
88	real	0.287064654218774	4.28487210861018	2.19354796777215	2.01941169696394
88	real-subtrees	0.287064654218774	4.28487210861018	2.19354796777215	2.01941169696394
89	real-subtrees	0.7978862096114008	4.74084457762634	5.0707642412859	17.368397048127502
89	BEAST2		3.6510140246723197	4.25515499217583	15.473801516877801
89	CNN		3.3360426	4.24745617999533	14.6726582824352
89	FFNN		3.3360426	4.24745617999533	14.6726582824352
89	CNN-subtrees		2.896521	3.6813498	13.919751999999999
89	FFNN-subtrees		3.2866616	3.8174152	14.683760000000001
89	real	0.7978862096114008	4.74084457762634	5.0707642412859	17.368397048127502
90	BEAST2		4.45992988043664	2.6395655608963797	4.57588076605416
90	CNN		4.476902	2.4397613345141203	4.9500627372183
90	FFNN		4.476902	2.4397613345141203	4.9500627372183
90	FFNN-subtrees		4.316161599999999	2.5367916	4.651646599999999
90	real-subtrees	0.575876588981556	4.15723317478371	2.86303043868921	3.585094943731
90	real	0.575876588981556	4.15723317478371	2.86303043868921	3.585094943731
90	CNN-subtrees		4.509624	2.4016222999999997	4.8114557
91	CNN		1.3651556	8.69674964698933	39.7211333791608
91	FFNN		1.3651556	8.69674964698933	39.7211333791608
91	FFNN-subtrees		1.3308708999999999	9.219849	39.730957000000004
91	CNN-subtrees		1.2738237	8.752586	39.576622
91	BEAST2		1.3446569152210501	8.67857862189928	40.0381153980424
91	real-subtrees	0.5723858711868559	1.29751231922884	8.32565593468494	40.25210715500271
91	real	0.5723858711868559	1.29751231922884	8.32565593468494	40.25210715500271
92	CNN		3.6065123	7.64636797422345	31.2717168011298
92	BEAST2		3.63671607404387	7.168490380397	32.0066206718532
92	real-subtrees	0.024412580832833	3.37002602193618	6.913123575342669	30.1384006494361
92	real	0.024412580832833	3.37002602193618	6.913123575342669	30.1384006494361
92	FFNN		3.6065123	7.64636797422345	31.2717168011298
92	CNN-subtrees		2.3974497	5.0026097	19.885504
92	FFNN-subtrees		2.4815774	5.2781796	21.55666
93	BEAST2		3.03454773053331	8.04518888887465	35.5150045036623
93	CNN		2.7714505000000003	8.19425171973181	32.6053251060003
93	CNN-subtrees		3.5293474000000002	9.607225	37.815636
93	FFNN		2.7714505000000003	8.19425171973181	32.6053251060003
93	real-subtrees	0.176422734291013	3.1024852520299704	9.20317733157302	34.9784667487843
93	FFNN-subtrees		3.1504988999999997	8.840309	35.88221
93	real	0.176422734291013	3.1024852520299704	9.20317733157302	34.9784667487843
94	FFNN		4.0191865	4.19872220425038	6.746748098646769
94	CNN-subtrees		4.3703637	3.7718345999999996	8.602411
94	real	0.7397061400763271	4.61350742894217	3.86156546663346	10.7521578321076
94	real-subtrees	0.7397061400763271	4.61350742894217	3.86156546663346	10.7521578321076
94	FFNN-subtrees		4.5841007000000005	3.7421575	9.386453999999999
94	BEAST2		4.14228050497885	3.96742202662992	7.64735439150398
94	CNN		4.0191865	4.19872220425038	6.746748098646769
95	CNN-subtrees		3.6177309	9.282597	39.608753
95	real-subtrees	0.7234656189874109	4.22756841807907	9.69442839073066	48.1190903267137
95	BEAST2		3.28330228924936	8.60191054329277	40.2990146827955
95	FFNN		3.270573	8.89364000897809	37.6488293601126
95	real	0.7234656189874109	4.22756841807907	9.69442839073066	48.1190903267137
95	CNN		3.270573	8.89364000897809	37.6488293601126
95	FFNN-subtrees		3.7141437999999996	9.600986500000001	41.337894
96	FFNN		2.9926698	1.9775672422876698	4.03787806243698
96	real	0.278416699249097	2.92653416212663	2.25489779243658	3.4321089284242405
96	CNN		2.9926698	1.9775672422876698	4.03787806243698
96	real-subtrees	0.278416699249097	2.92653416212663	2.25489779243658	3.4321089284242405
96	FFNN-subtrees		2.5962882	2.209915	2.7144678
96	CNN-subtrees		2.738969	2.2630227	2.6332883999999996
96	BEAST2		3.00275538454598	2.13373532409181	3.66502344513189
97	CNN-subtrees		2.0582279999999997	6.664119	23.437898999999998
97	real-subtrees	0.480294746543074	2.13162713890358	6.5992052881296805	25.5444691629199
97	real	0.480294746543074	2.13162713890358	6.5992052881296805	25.5444691629199
97	FFNN-subtrees		2.1751714	6.468900700000001	24.94519
97	BEAST2		2.23360801311872	7.344550235183361	23.7571418502517
97	FFNN		2.2190652	7.65153614140783	22.490929058091698
97	CNN		2.2190652	7.65153614140783	22.490929058091698
98	BEAST2		1.28423432323957	9.415814651572829	43.90934257757421
98	CNN-subtrees		1.1817216999999998	9.748714	43.103928
98	FFNN		1.2506129	10.1783599593565	42.5374372358105
98	real	0.32154396609581104	1.126430673328	9.3008895528065	43.6483772247317
98	CNN		1.2506129	10.1783599593565	42.5374372358105
98	FFNN-subtrees		1.1705743999999998	10.155437	43.167946
98	real-subtrees	0.32154396609581104	1.126430673328	9.3008895528065	43.6483772247317
99	CNN-subtrees		1.4058396999999998	6.460594	10.743094000000001
99	real-subtrees	0.894496690411466	1.54351097069941	8.14045653610895	9.47195885921887
99	BEAST2		1.4955040179998702	7.83530599341588	9.47624064901336
99	FFNN		1.4326549	7.41958242515309	9.66697937193424
99	real	0.894496690411466	1.54351097069941	8.14045653610895	9.47195885921887
99	CNN		1.4326549	7.41958242515309	9.66697937193424
99	FFNN-subtrees		1.4161677	7.4477983	9.63728
