	type	p	R0	infectious period	incubation time
9	real-subtrees	0.488340826384015	1.18040544994298	6.04629817569697	24.8912650642141
9	real	0.488340826384015	1.18040544994298	6.04629817569697	24.8912650642141
9	FFNN		1.0934533000000002	6.7842034973685506	24.913403790144702
9	FFNN (on small)		1.0922949	6.93806401429271	25.4495712494285
9	FFNN (subtrees)		1.1166212558746338	6.932285785675049	26.11129379272461
10	CNN (subtrees)		2.449903993912093	9.01940988021257	13.62994014425736
10	real	0.097229373886524	2.2674253628172902	9.542159842085098	12.220976398606801
10	CNN		2.2834632000000004	9.96530156025031	11.955006051421002
10	FFNN (subtrees)		2.389837658378025	9.772209486099348	12.36007481363327
10	real-subtrees	0.097229373886524	2.2674253628172902	9.542159842085098	12.220976398606801
10	FFNN		2.2195904	10.890035140812	10.118447255428
10	FFNN (on small)		2.2721152	12.328480393452699	9.91283581934692
11	CNN		4.063081700000001	7.07055641342872	5.72624668341071
11	FFNN		3.7897701	6.95942323483976	5.48951719692639
11	CNN (subtrees)		3.995199187876896	7.3588019618459555	4.703435508069824
11	FFNN (on small)		4.0183672999999995	8.364219776633579	4.65431964784051
11	real	0.9794623100045532	4.56919357228227	8.59893534439089	5.65168750145494
11	real-subtrees	0.9794623100045532	4.56919357228227	8.59893534439089	5.65168750145494
11	FFNN (subtrees)		3.9184080407361246	6.808156251306799	5.440048024996703
12	FFNN		2.1276975	1.8029656927597202	0.8119647813147329
12	FFNN (on small)		2.390576	2.34611273899467	0.714980829451215
12	real	0.859900914773923	2.2585479965509	1.80470002750226	0.992186161376722
12	real-subtrees	0.859900914773923	2.2585479965509	1.80470002750226	0.992186161376722
12	CNN		2.1845284	1.80855726966732	0.880473751746328
12	CNN (subtrees)		2.2935088134106296	1.7176112592956168	0.9275028477480384
12	FFNN (subtrees)		2.2699132931085284	1.763553399509854	0.9032591273755204
13	FFNN (subtrees)		3.185403471979602	8.606010815192914	18.09376299627896
13	FFNN		2.944646	8.608448047184451	17.2486759770201
13	CNN (subtrees)		3.0999030277646824	8.413146906885608	18.32871083884404
13	CNN		2.990968	8.78683223604618	17.508659707891198
13	FFNN (on small)		3.1798005000000003	9.21550443717625	17.7900573376967
13	real-subtrees	0.82375001633051	3.2787066250248	9.47698129018983	18.046665397648106
13	real	0.82375001633051	3.2787066250248	9.47698129018983	18.046665397648106
14	FFNN (subtrees)		2.502899158000946	6.921844339370727	6.8754686784744266
14	real-subtrees	0.014676794147326	2.3771992733411	8.10354452399305	6.077078517359822
14	CNN		2.146707	6.145314311702111	5.01052839719033
14	real	0.014676794147326	2.3771992733411	8.10354452399305	6.077078517359822
14	FFNN		2.143055	6.81831463370949	4.69837921687593
14	FFNN (on small)		2.3161364	7.95057696158122	5.42244605076038
14	CNN (subtrees)		2.2703302907943725	5.18234342098236	6.481745457649231
15	real-subtrees	0.025057708098227	3.85206131224802	3.34186576530052	7.1937893590756214
15	CNN		3.1908498	2.86503606373179	5.669787809406049
15	real	0.025057708098227	3.85206131224802	3.34186576530052	7.1937893590756214
15	CNN (subtrees)		3.138473025497321	2.8882575965948614	6.0071145281083025
15	FFNN		3.6540554	2.55118027461197	7.61136131675434
15	FFNN (on small)		4.434468700000001	3.4337521836789704	7.75605824381633
15	FFNN (subtrees)		3.586282116339849	2.833821681044264	7.095537939960471
16	FFNN (on small)		3.6045065000000003	1.89734795166648	6.60727733806034
16	CNN		3.2122936	1.67991161376625	6.08279749039012
16	real	0.129623054853193	3.9949479425893	1.79149065871374	7.38398069737347
16	CNN (subtrees)		3.5138392448425293	1.736005783081055	6.035348892211914
16	FFNN		3.5169249	1.8806805194742	6.0973993150490795
16	FFNN (subtrees)		3.646728515625	1.923268437385559	6.687638759613037
16	real-subtrees	0.129623054853193	3.9949479425893	1.79149065871374	7.38398069737347
17	FFNN (subtrees)		1.5396445233797291	9.110421736215807	19.522781450723862
17	CNN		1.6062517	9.512003606306608	19.452453336457502
17	CNN (subtrees)		1.6046933132348602	8.991067301366748	20.082615783534102
17	real-subtrees	0.758180898887686	1.67504542234068	9.408068157617633	21.790845559297104
17	FFNN		1.5560532	9.38083341098539	19.0572200100298
17	real	0.758180898887686	1.67504542234068	9.408068157617633	21.790845559297104
17	FFNN (on small)		1.5613883	9.64416580478163	19.6047026071534
18	real-subtrees	0.638127425862025	3.35014910331084	2.8506096825024505	8.739977543098709
18	real	0.638127425862025	3.35014910331084	2.8506096825024505	8.739977543098709
18	FFNN (subtrees)		3.5905057008762817	2.5255113339668247	9.538154113821609
18	FFNN		3.0605382999999997	2.5704478615313597	8.72252121726089
18	CNN (subtrees)		3.4869159097964446	2.6089640038005317	9.31361427893004
18	FFNN (on small)		2.9955902	2.55709575935325	8.80380222099081
18	CNN		3.1046967999999997	2.48209805824693	9.15840539046265
19	FFNN (subtrees)		3.600846767425537	5.352823257446289	14.65604305267334
19	FFNN		3.5675807	5.193771831036059	14.763352050541801
19	real	0.5576676637930279	4.38306193150078	5.97037742114318	15.8028742621907
19	FFNN (on small)		3.5586385999999997	5.25552235858819	14.643214186184899
19	CNN (subtrees)		2.84393048286438	3.6827242374420166	12.888635635375975
19	CNN		3.4658208	4.6242297586089505	16.9563364169565
19	real-subtrees	0.5576676637930279	4.38306193150078	5.97037742114318	15.8028742621907
20	FFNN		2.3149990000000003	4.8263577559141	19.340680523804604
20	real-subtrees	0.5988352752009151	2.23882941248729	4.68487788135906	20.1502523773989
20	CNN (subtrees)		2.3231313492469634	5.541740281779775	18.006035205403805
20	FFNN (subtrees)		2.4261663742216206	4.9521122883431055	19.474106211907305
20	FFNN (on small)		2.3159826	4.68291856772067	19.510467643862103
20	real	0.5988352752009151	2.23882941248729	4.68487788135906	20.1502523773989
20	CNN		2.2830357999999995	5.44918994283507	18.1143206345778
21	CNN		3.7518510000000003	9.241691240056038	20.630866018933002
21	FFNN (subtrees)		4.119481086730957	9.496030807495117	22.21814727783203
21	CNN (subtrees)		3.639320373535156	8.982575416564941	20.070457458496094
21	FFNN (on small)		3.993525	9.560015091303141	21.9733254507083
21	real-subtrees	0.23075669136252305	4.84630092843636	8.57823430254331	33.9322694028504
21	real	0.23075669136252305	4.84630092843636	8.57823430254331	33.9322694028504
21	FFNN		3.9558773	9.282606104916411	21.557305285262398
22	FFNN (on small)		1.2073406	4.388454250516951	2.61845172416198
22	real	0.360060548741338	1.15322918801059	6.06706834696025	1.50727662168014
22	CNN		1.1773236	4.08328190808553	3.1467149424991203
22	FFNN		1.1929934	4.45451131415184	2.56198603336496
22	FFNN (subtrees)		1.1853211745014036	4.280486023522974	2.6548283797938654
22	real-subtrees	0.360060548741338	1.15322918801059	6.06706834696025	1.50727662168014
22	CNN (subtrees)		1.1573302135234926	3.8785032780189823	3.165953084705322
23	CNN (subtrees)		3.638814291339711	7.194773337592378	27.72627722851338
23	real-subtrees	0.359062840569089	4.0298254642134905	8.61847006257589	31.702659014339694
23	real	0.359062840569089	4.0298254642134905	8.61847006257589	31.702659014339694
23	FFNN (on small)		3.7595339999999995	7.483353886207629	28.8915734420676
23	CNN		3.5834637000000003	7.4044183838534705	28.8263721347367
23	FFNN		3.5733721	7.72676524473594	27.720278957979303
23	FFNN (subtrees)		3.74920416024565	7.630427174772952	28.306283043937448
24	CNN (subtrees)		4.074520500694833	5.132432496838454	4.643769231656703
24	FFNN (subtrees)		4.1870468686266635	4.9828533835527375	5.018127376277271
24	FFNN		4.4055605	5.17137096361599	5.48816110913231
24	CNN		4.0908723	5.53851634532792	4.851217324464231
24	real	0.7447356683104871	3.96924042504782	5.741129579712732	4.1433916364608105
24	real-subtrees	0.7447356683104871	3.96924042504782	5.741129579712732	4.1433916364608105
24	FFNN (on small)		4.634107	5.704519897717769	4.91373409173468
25	FFNN		1.1360655000000002	5.04916178881251	9.02272750477942
25	CNN		1.1458127	5.457505726521701	8.80624382259594
25	FFNN (on small)		1.1819438	4.0913076457846405	9.936891192174011
25	CNN (subtrees)		1.1546804819351586	5.112664365768434	8.611067117788853
25	real-subtrees	0.305363243821061	1.14050229224415	5.70262350311393	8.18360677598547
25	real	0.305363243821061	1.14050229224415	5.70262350311393	8.18360677598547
25	FFNN (subtrees)		1.1387911258599697	4.9544895441104195	8.593004580033131
26	CNN (subtrees)		2.4263827239765843	4.840912494338861	12.334547163057726
26	real	0.25997681994349	2.3195963941993702	4.94215234992223	12.369233789476096
26	FFNN (subtrees)		2.459458827972412	4.963764705577818	12.294522461770963
26	FFNN		2.3776724	4.74643095275253	12.738899526844499
26	FFNN (on small)		2.7187228	5.15554861460956	13.551381773921499
26	real-subtrees	0.25997681994349	2.3195963941993702	4.94215234992223	12.369233789476096
26	CNN		2.4588354	5.187188026912231	12.5153262415165
27	FFNN		1.9024008999999997	5.990733008039731	11.0552572530008
27	CNN		1.8416622	6.80799091935947	9.787208451936891
27	FFNN (on small)		1.8627541	6.724134465945291	10.428818774653
27	FFNN (subtrees)		1.9936810263416225	5.919365974894742	12.319021937721656
27	CNN (subtrees)		2.10984995323315	6.8324544070059785	11.371278096918473
27	real	0.05227976387643	2.01054887873158	8.23266690239892	9.85695683057168
27	real-subtrees	0.05227976387643	2.01054887873158	8.23266690239892	9.85695683057168
28	CNN		3.8949992999999994	4.603326505746709	9.892100476495802
28	real	0.611773575618017	2.9959329963935697	5.109194842728192	6.2192864554992315
28	FFNN (subtrees)		3.9091775677610174	4.408420862589341	9.201834470424071
28	real-subtrees	0.611773575618017	2.9959329963935697	5.109194842728192	6.2192864554992315
28	CNN (subtrees)		3.8087379359782516	4.303675360034126	9.614767832526994
28	FFNN (on small)		4.1157146000000004	4.80719199539554	9.67008558946501
28	FFNN		4.0021167	4.62753546774978	9.85656952118701
29	real-subtrees	0.158022100106939	3.05616761536964	7.48664516109171	33.3288729984297
29	CNN		2.8424462999999998	7.795467745616451	32.1668939671663
29	FFNN		2.7699585	7.615469895631009	31.472084939225997
29	CNN (subtrees)		2.9388415418433014	8.46938450519855	32.03509120263997
29	real	0.158022100106939	3.05616761536964	7.48664516109171	33.3288729984297
29	FFNN (on small)		2.9883504000000003	7.94467115067011	32.4355370267099
29	FFNN (subtrees)		2.977690684019461	8.769331786759508	31.406131637166943
30	CNN (subtrees)		1.50350463099596	1.289703643418909	5.233557065327962
30	FFNN (on small)		1.5403122999999999	1.24055899882334	5.35759491856412
30	real	0.600737301602517	1.72017666453168	1.3904637788918	5.198780985185599
30	CNN		1.5217358	1.30321187277778	5.24800559917354
30	FFNN		1.5290837	1.2523795410111598	5.27816275326816
30	real-subtrees	0.600737301602517	1.72017666453168	1.3904637788918	5.198780985185599
30	FFNN (subtrees)		1.5433770427858926	1.2867785973277517	5.302520139430597
31	CNN		3.9803328999999996	2.97689795659171	7.29499150139358
31	FFNN (on small)		4.165364	3.2181428624404003	6.78199357555762
31	real	0.8219365221323579	4.83352257416964	3.60292218047322	7.090688112857809
31	FFNN (subtrees)		4.02038310343011	2.896475769316924	7.1034906601841215
31	FFNN		4.2329016	2.9169990829913197	7.53135241949015
31	CNN (subtrees)		3.774089470142272	2.7516026231977677	6.987716605023639
31	real-subtrees	0.8219365221323579	4.83352257416964	3.60292218047322	7.090688112857809
32	FFNN (on small)		1.6757921000000002	2.6103693560330696	2.97537485729979
32	FFNN (subtrees)		1.849347728129012	2.1435328398268823	3.8438782356798455
32	CNN (subtrees)		1.9012624813725771	1.8104778577725344	4.540550014843193
32	real-subtrees	0.08444202266268201	1.7399685310640298	1.7272479769518403	4.2394156550818805
32	real	0.08444202266268201	1.7399685310640298	1.7272479769518403	4.2394156550818805
32	FFNN		1.6859441000000002	2.2785728519427404	3.26692040746508
32	CNN		1.68367	1.8317516557440001	4.01219981191388
33	CNN (subtrees)		4.2208123207092285	2.354159116744995	6.9537315368652335
33	FFNN		3.201016	2.49776666627159	6.10176124564929
33	real	0.223869740549289	3.1633138530102496	2.3009547883799	5.968402263527241
33	real-subtrees	0.223869740549289	3.1633138530102496	2.3009547883799	5.968402263527241
33	FFNN (subtrees)		3.665205001831055	2.541149616241455	6.697964668273926
33	CNN		3.6386453999999997	2.32078461968956	7.54508906920597
33	FFNN (on small)		3.2795763	2.52445498382114	6.395420546741169
34	FFNN		1.1923190000000001	3.72830158056269	5.46939501370921
34	real-subtrees	0.931273334593158	1.01487423149525	3.76321413276263	5.59779217084995
34	FFNN (subtrees)		1.1918607775872876	3.987308406075941	5.250085883460969
34	FFNN (on small)		1.223309	3.8593215179151406	5.826145706389481
34	CNN		1.1435363	4.3511067884655	4.770696501869501
34	real	0.931273334593158	1.01487423149525	3.76321413276263	5.59779217084995
34	CNN (subtrees)		1.1844060764953557	4.210141764327942	4.843047633943821
35	CNN		1.4963737	8.07907350880414	10.7222358993445
35	real	0.350139560960445	1.49083594837275	8.31526735909764	9.797076646017231
35	FFNN (subtrees)		1.5583365661757334	7.237382382438296	11.995478652772448
35	FFNN (on small)		1.4798241	7.0048354106184005	11.134150297793601
35	CNN (subtrees)		1.5128202824365526	7.6843161832718625	11.029445094153996
35	FFNN		1.4985445	7.35528499800613	11.480356903037501
35	real-subtrees	0.350139560960445	1.49083594837275	8.31526735909764	9.797076646017231
36	FFNN (on small)		3.3290230000000003	7.12589036126975	17.6532172804465
36	real	0.344795403114044	3.93105259210447	8.881937125846449	19.120369433643894
36	real-subtrees	0.344795403114044	3.93105259210447	8.881937125846449	19.120369433643894
36	CNN		3.2360352999999997	7.22576731774296	16.3677725226176
36	FFNN		3.3533644999999996	6.880214510181731	18.0718984398995
36	CNN (subtrees)		3.6014141631220644	7.1228492194013615	18.37918063680174
36	FFNN (subtrees)		3.5347992610554453	6.989914358840156	18.52326849232549
37	real	0.501978464893768	1.3742650754093502	5.0642598963171785	4.42532693694412
37	FFNN		1.4104152	4.59622214067217	4.979685465645621
37	FFNN (on small)		1.4385176000000002	4.90412034155643	4.6761043197907695
37	CNN (subtrees)		1.3834472685963892	4.8167484224019494	4.498844015138438
37	FFNN (subtrees)		1.3936614088205626	4.617153486087697	4.734264520933791
37	CNN		1.3732386	5.18245168284938	4.3799777332768794
37	real-subtrees	0.501978464893768	1.3742650754093502	5.0642598963171785	4.42532693694412
38	CNN (subtrees)		3.199869394302368	4.926139831542969	21.08806800842285
38	FFNN (subtrees)		3.4097237586975098	4.909342288970947	20.31922912597656
38	real	0.6273096415059279	3.07727365292248	4.79475713949371	19.9546589141951
38	CNN		2.5455105	4.38237106754862	18.3779596103218
38	real-subtrees	0.6273096415059279	3.07727365292248	4.79475713949371	19.9546589141951
38	FFNN (on small)		2.841907	4.52290977795506	19.3418536036517
38	FFNN		2.9465427	4.576698611405231	19.164364930370397
39	FFNN (on small)		1.5628506000000002	8.2446440741731	36.0747752448937
39	FFNN (subtrees)		1.4866295901260207	9.092907745923316	35.01272824406624
39	real-subtrees	0.9395324424236692	1.57146328585449	9.00104682996095	40.278398416515294
39	FFNN		1.527096	8.62740104364701	37.4071271072944
39	CNN		1.5504229999999999	9.11943242431342	37.1333097084846
39	CNN (subtrees)		1.5029268030609404	9.032423643129214	34.94355561903545
39	real	0.9395324424236692	1.57146328585449	9.00104682996095	40.278398416515294
40	real	0.629964716453568	4.15494070501744	8.42586425725603	9.89966373192251
40	CNN		3.8622763	6.59247856652714	11.952322053357802
40	real-subtrees	0.629964716453568	4.15494070501744	8.42586425725603	9.89966373192251
40	FFNN (on small)		3.8272633999999996	7.0158378975568	10.9574221290566
40	FFNN (subtrees)		3.909231660729749	6.427741018392272	11.627419718241287
40	CNN (subtrees)		3.882834702225055	6.832897707567376	11.727984846648527
40	FFNN		3.7332332000000004	6.60334058780247	11.1958121450767
41	CNN		4.068155	1.1686697445046899	4.8017551355888
41	FFNN		4.1439285	1.13807066412554	4.98360534565651
41	FFNN (on small)		4.2130866	1.21350834031121	5.23472420485373
41	real-subtrees	0.063667672771548	4.06637523247667	1.2671220979304298	4.585213929314009
41	FFNN (subtrees)		3.9042243606712894	1.1415215376612275	4.520247284008307
41	CNN (subtrees)		3.7392206107563153	1.0774717847397932	4.152268320078421
41	real	0.063667672771548	4.06637523247667	1.2671220979304298	4.585213929314009
42	CNN (subtrees)		4.028579018910726	1.448192303445604	3.486302877532111
42	CNN		4.3742166	1.5391203182832398	3.8652718833588797
42	FFNN (subtrees)		4.029577473534479	1.4279344550768536	3.6778340678744845
42	real	0.279079521428259	4.5466895597653405	1.57023406761289	4.05503296613634
42	FFNN (on small)		4.386048000000001	1.60838627424835	3.68662672581545
42	FFNN		4.0252576	1.50213755301238	3.67353103869425
42	real-subtrees	0.279079521428259	4.5466895597653405	1.57023406761289	4.05503296613634
43	real	0.776957855461345	4.80629529834599	9.42142780554648	39.83771800058121
43	CNN (subtrees)		3.890982037263292	8.650590275333135	37.19328080964781
43	real-subtrees	0.776957855461345	4.80629529834599	9.42142780554648	39.83771800058121
43	FFNN (on small)		4.283233999999999	8.6342880161788	39.0241121701366
43	FFNN		4.3694572	8.55537804334646	40.069091011553
43	CNN		4.1944594	8.72705209130087	40.473089708679
43	FFNN (subtrees)		4.1849513964039655	8.531998462202143	37.54825379146085
44	CNN (subtrees)		2.540804642002757	1.2241572868533248	1.0506304980910277
44	FFNN (subtrees)		2.585455416047124	1.2330874490103545	1.0474727987714458
44	CNN		2.4642124	1.3156327107819599	0.9351478430761999
44	FFNN (on small)		2.7141829	1.5803505770683899	0.9232823283511209
44	FFNN		2.4484043	1.2509388838109499	0.9881937350507359
44	real	0.8341353021594431	2.4445386604725297	1.17593932653749	0.983107476013022
44	real-subtrees	0.8341353021594431	2.4445386604725297	1.17593932653749	0.983107476013022
45	real-subtrees	0.09000617059791301	4.77510273876587	9.33148927935169	2.77326229778473
45	CNN		4.5448794	8.24668720452696	2.85068208693692
45	FFNN (on small)		4.823382	7.98266383755048	3.62082077552463
45	real	0.09000617059791301	4.77510273876587	9.33148927935169	2.77326229778473
45	FFNN (subtrees)		4.421939177363443	6.456415889509056	3.9829422304983098
45	CNN (subtrees)		4.3381882579871895	6.677556742467153	3.5992415860094837
45	FFNN		4.544624	7.7713221594528195	3.41730759985264
46	real-subtrees	0.539501293138565	2.23886091636104	3.83566473414944	1.96570680900873
46	FFNN		2.272149	3.95745602846205	1.74045874992457
46	FFNN (subtrees)		2.552287305876563	4.114134094786883	1.7967296559675079
46	CNN		2.2066202	3.8974368286342798	1.7688614238324698
46	real	0.539501293138565	2.23886091636104	3.83566473414944	1.96570680900873
46	CNN (subtrees)		2.4840484438931263	3.6557842130246363	2.1323464953381084
46	FFNN (on small)		2.510898	4.69553540487045	1.64214775772284
47	FFNN (subtrees)		2.3626334073674324	5.919035858242824	5.0801435160737505
47	FFNN		2.2480805	5.897995063102241	4.87184835681633
47	real-subtrees	0.434385290645901	2.22277830859191	5.752676712336661	4.61600262271279
47	CNN (subtrees)		2.283362853879164	5.590314501951514	5.274504686709697
47	CNN		2.2322992999999998	5.6008747901317895	5.374820631120759
47	real	0.434385290645901	2.22277830859191	5.752676712336661	4.61600262271279
47	FFNN (on small)		2.6188397	7.93161387417696	4.544157929892769
48	CNN		3.3031059999999997	4.079384096644991	15.8828490987396
48	FFNN (on small)		3.4473119	3.9579391706483595	16.2667010025179
48	FFNN (subtrees)		3.495192749331696	4.019301757266627	15.856041044498534
48	real	0.566260800361252	4.05565609960046	4.59774369860301	17.3380303847144
48	CNN (subtrees)		3.37516773750485	4.14344009646663	15.488320366702096
48	FFNN		3.3833907	3.92431048620363	16.0128321849087
48	real-subtrees	0.566260800361252	4.05565609960046	4.59774369860301	17.3380303847144
49	FFNN (subtrees)		1.5405142625172932	8.53603138923645	23.49533192316691
49	FFNN (on small)		1.4139661000000001	8.58449291861482	21.864433275269498
49	CNN (subtrees)		1.5739067713419597	7.257312377293903	25.786548328399657
49	FFNN		1.435374	8.34210476729662	21.992989276897603
49	real	0.257488166109756	1.38279094301121	8.25984993600249	22.0417235655544
49	CNN		1.4276857	8.45246784118263	21.6175109497271
49	real-subtrees	0.257488166109756	1.38279094301121	8.25984993600249	22.0417235655544
50	real	0.28866648045017795	1.19204012687899	1.8394465602146897	7.2323203353165315
50	CNN (subtrees)		1.1303985033490611	1.8600728031178688	7.890548425264638
50	CNN		1.1521845	1.7808117184423402	8.10464147489408
50	real-subtrees	0.28866648045017795	1.19204012687899	1.8394465602146897	7.2323203353165315
50	FFNN (on small)		1.2242357	1.74467542365751	8.10099260097416
50	FFNN		1.1614293	1.88066661016033	8.15401511217753
50	FFNN (subtrees)		1.1594265791086051	1.9437257617474863	7.9330678428832035
51	real-subtrees	0.41069160617170297	2.9568373329385698	2.08831109833742	4.3321703692853
51	FFNN (on small)		2.9246654999999997	1.5450909664175299	5.153838636193719
51	FFNN		2.8726447	1.5280736765130298	5.01260160695845
51	real	0.41069160617170297	2.9568373329385698	2.08831109833742	4.3321703692853
51	FFNN (subtrees)		3.214964672527482	1.6631065469927493	5.365186969790837
51	CNN (subtrees)		3.0391856442510554	1.7276367518754132	4.983219159387909
51	CNN		2.5568642999999995	1.80479178455336	3.9822265546548397
52	CNN (subtrees)		3.619236881651591	3.697305770683789	6.018532813690466
52	CNN		3.5558254999999996	3.95467599468553	6.066549621070269
52	FFNN (subtrees)		3.728880235216436	3.4394129492792245	6.904758037857496
52	real	0.06056769338979099	4.27641779593199	4.6382280649679295	6.33109710938554
52	real-subtrees	0.06056769338979099	4.27641779593199	4.6382280649679295	6.33109710938554
52	FFNN		3.4760702000000006	3.7801280776473396	6.21859171223199
52	FFNN (on small)		3.5615096	4.33922973469128	5.25356431643625
53	CNN (subtrees)		4.350750097280277	7.043863105499091	7.437478529960346
53	real	0.117591641176865	4.35271400703464	7.75783270825485	7.26935607694258
53	FFNN (subtrees)		4.364908403896805	6.753183114769136	7.691492982144314
53	real-subtrees	0.117591641176865	4.35271400703464	7.75783270825485	7.26935607694258
53	FFNN (on small)		4.596758400000001	7.5184890775427595	7.81424803914468
53	CNN		4.404443700000001	8.10279710626168	6.54215164714302
53	FFNN		4.470893	7.135146564927889	7.82909954761291
54	FFNN (subtrees)		2.4331743815764595	7.625646672507589	12.273839349278493
54	CNN		2.0303292	7.623170730005961	10.692307713349802
54	FFNN		2.046708	7.4931146686932095	10.789179255847198
54	CNN (subtrees)		2.367773782991316	7.612752026057675	11.726419463638187
54	real-subtrees	0.571322235379891	1.9749805222978705	6.95358021316218	11.2720391262409
54	real	0.571322235379891	1.9749805222978705	6.95358021316218	11.2720391262409
54	FFNN (on small)		2.1246624	8.16733214763657	10.5730273945876
55	CNN		4.581233	2.2713081575580096	3.06932069219082
55	real	0.8474586090916709	4.43540423997807	1.97779544752107	3.84759677864091
55	FFNN		4.5511675	2.36701795355816	2.9424682103102704
55	real-subtrees	0.8474586090916709	4.43540423997807	1.97779544752107	3.84759677864091
55	CNN (subtrees)		4.288134389333596	1.9732589441187243	3.234132198187021
55	FFNN (subtrees)		4.324031538553367	2.11914483805048	3.0477751439513123
55	FFNN (on small)		4.7446876	2.6946344437050294	2.5630897502025802
56	FFNN (subtrees)		1.5566764411267575	8.316978122378973	18.475537056679485
56	real-subtrees	0.06207959311582401	1.54557110208534	8.4706660782534	19.2260019225785
56	FFNN		1.5670236000000002	8.31690005842813	19.9550831654417
56	CNN		1.570857	9.98634407375252	17.8337857885281
